OffRtg,DefRtg,Game_ID,Player_ID
113.9303483,112.9353234,006728e4c10e957011e1f24878e6054a,ae53f8ba6761b64a174051da817785bc
114.0350877,98.83040936,006728e4c10e957011e1f24878e6054a,c5dd5b2e3b975f0849d9b74e74125cb9
113.4502924,113.0409357,006728e4c10e957011e1f24878e6054a,2ad626904c8b28cceb8e12c624a84240
0,0,006728e4c10e957011e1f24878e6054a,ed95dff5440fadf3042b5acacea81eed
114.2630745,112.044374,006728e4c10e957011e1f24878e6054a,5db9c1c8184510fee8161e7fafdc9c49
0,0,006728e4c10e957011e1f24878e6054a,c10b49616a2f4a23607dc1a8be4fde9f
0,0,006728e4c10e957011e1f24878e6054a,e816ff284dc3f965b8f3d605a3b91bae
128.5714286,0,006728e4c10e957011e1f24878e6054a,766802a8fda500d7945950de7398c9c6
92.85714286,78.57142857,006728e4c10e957011e1f24878e6054a,42e0d7167f04a4ff958c6442da0e6851
0,0,006728e4c10e957011e1f24878e6054a,dd1da128c27db468d95b99b583f8a57d
152.9411765,94.11764706,006728e4c10e957011e1f24878e6054a,8d2127290c94bd41b82a2938734bc750
100.8403361,94.11764706,006728e4c10e957011e1f24878e6054a,f4a5ca938177c407a9dab5412e39498f
0,0,006728e4c10e957011e1f24878e6054a,e59b921ab3da55f632bc748beb12805a
0,0,006728e4c10e957011e1f24878e6054a,bd45fe7dba52aa2cd00ba80ff107d05b
123.8095238,76.19047619,006728e4c10e957011e1f24878e6054a,618f6d58ab2881152607c2a6e057bc51
0,0,006728e4c10e957011e1f24878e6054a,bf6ed471f8425903310f08548a206905
0,0,006728e4c10e957011e1f24878e6054a,1b37fed4823f31ccbf03515f4b9fe438
116.5055249,116.5745856,006728e4c10e957011e1f24878e6054a,5cce6ffa455e6372d9de0de400482ab6
66.66666667,0,006728e4c10e957011e1f24878e6054a,e814950408915f43de2b079dce7c21c5
0,0,006728e4c10e957011e1f24878e6054a,7027df5d9c51192f3527ac8c74b4d08d
117.0410959,114.9589041,006728e4c10e957011e1f24878e6054a,44230324724c84f122ac62a5f0918314
116.8831169,114.2857143,006728e4c10e957011e1f24878e6054a,d81d912f81fa43178f423aa89a713e96
113.5786802,111.2944162,006728e4c10e957011e1f24878e6054a,48ec4e6c52f418d5ca4ef510ba473ea0
116.1137441,106.0031596,006728e4c10e957011e1f24878e6054a,4413c19cf092bda39332d7833c90bfe6
110.5263158,117.1052632,006728e4c10e957011e1f24878e6054a,99104de2626f67c1fa2ce70504970c3f
0,0,006728e4c10e957011e1f24878e6054a,d00d552bc4e50f63f9397a74514519ba
92,88,006728e4c10e957011e1f24878e6054a,616281dee946056b071699476fdee9ec
0,0,006728e4c10e957011e1f24878e6054a,902362537ff2a39c0c0cfb82ab0adac2
66.66666667,0,006728e4c10e957011e1f24878e6054a,4ef3dae16c436459ff05156abca5cebd
104.8780488,109.7560976,006728e4c10e957011e1f24878e6054a,4dd3d6a51dc97c651d3a86eec4362a1f
101.4920071,105.2575488,03ac65b9a32fde1e201bfb427f6e41e4,7dfbb5980c066844384ba7424aceae47
160,0,03ac65b9a32fde1e201bfb427f6e41e4,1f568a2342e4c375873d49a15e2d4448
0,0,03ac65b9a32fde1e201bfb427f6e41e4,31f28da997f1ed51f0f688b9d004b269
103.3405506,109.9597897,03ac65b9a32fde1e201bfb427f6e41e4,11beb0ae23e6425510297a31fa21881e
0,0,03ac65b9a32fde1e201bfb427f6e41e4,7ad61d685fab533836df6c4605db1ac2
95.55555556,80,03ac65b9a32fde1e201bfb427f6e41e4,41c0674725d4cddab004649e9db5a3ce
97.68041237,95.87628866,03ac65b9a32fde1e201bfb427f6e41e4,6ad10958a1d4920dccb1daec39bebd6b
0,0,03ac65b9a32fde1e201bfb427f6e41e4,ef232aca3c330ff4f84215374638d026
77.35849057,67.9245283,03ac65b9a32fde1e201bfb427f6e41e4,ff52c317e26534ae1679da3c917e9fec
0,0,03ac65b9a32fde1e201bfb427f6e41e4,1177a5cdd245dc40c6c39bac4df89ce3
87.27272727,72.72727273,03ac65b9a32fde1e201bfb427f6e41e4,a3bac86ad549b2f128a62399d73d6299
0,0,03ac65b9a32fde1e201bfb427f6e41e4,ad1c818605d80c2d6aeabf60426e94a9
86.95652174,78.26086957,03ac65b9a32fde1e201bfb427f6e41e4,90ba0d1de241290df2e124a5e02d68ef
70.73170732,65.85365854,03ac65b9a32fde1e201bfb427f6e41e4,83c15c0962941640faab838a8f6f151d
0,0,03ac65b9a32fde1e201bfb427f6e41e4,25b9943b95a816346c06eae76c78a593
114.7277937,106.5329513,03ac65b9a32fde1e201bfb427f6e41e4,6f6a807d57aae8f651222523dc82dc35
0,0,03ac65b9a32fde1e201bfb427f6e41e4,14de632b07100527b0ced12fd4eeffb7
116.6666667,79.16666667,03ac65b9a32fde1e201bfb427f6e41e4,255fe2a8be0ed5c06dd99969ab4fea55
107.9136691,94.24460432,03ac65b9a32fde1e201bfb427f6e41e4,52c6125836c465f4ac5232121dacb49d
79.23076923,70,03ac65b9a32fde1e201bfb427f6e41e4,ff59dc439c6c323320bc355afe884fcb
0,0,03ac65b9a32fde1e201bfb427f6e41e4,fbcda0bcb861e4726ca8871b8965ede4
110.7613667,104.842615,03ac65b9a32fde1e201bfb427f6e41e4,31598ba01a3fff03ed0a87d7dea11dfe
0,0,03ac65b9a32fde1e201bfb427f6e41e4,bfef77a3e57907855444410d490e7bfd
0,0,03ac65b9a32fde1e201bfb427f6e41e4,821887f9a002be16b5f79729fae59e01
108.6320755,104.8584906,03ac65b9a32fde1e201bfb427f6e41e4,0b978fcfa7f2ec839c563a755e345ff8
0,0,03ac65b9a32fde1e201bfb427f6e41e4,3d75035d20b173a867d4bf32c8a58f0b
103.2608696,82.60869565,03ac65b9a32fde1e201bfb427f6e41e4,3626b893fc73a5cbd67d1ea48a5c7039
193.3333333,0,03ac65b9a32fde1e201bfb427f6e41e4,1a6703883f8f47bb4daf09c03be3bda2
0,0,03ac65b9a32fde1e201bfb427f6e41e4,94e99d76e87ee926faab66d382b3a955
113.0168453,106.0490046,03ac65b9a32fde1e201bfb427f6e41e4,a1591595c04d12e88e3cb427fb667618
